STT,Mã kiểm tra,Trạng thái,Số lượng HS tìm thấy,Đánh giá trùng lặp,Tóm tắt đối chiếu,Ký hiệu hồ sơ (HS 1),Mã hệ thống (HS 1),Tiêu đề hồ sơ (HS 1),Năm (HS 1),Thời hạn bảo quản (HS 1),Link chi tiết (HS 1),Nội dung chi tiết tất cả hồ sơ quét được,Ghi chú / Lỗi
58,"H31.05.02.H31.09.2009.338",ĐÃ TỒN TẠI (6 HS),6,"CÙNG TIÊU ĐỀ","Có 6 hồ sơ trùng hoàn toàn cả Tên, Ký hiệu và Năm","H31.05.02.H31.09.2009.338","H31.09.2009.002193","Tập lưu Thông báo của Sở Xây dựng tỉnh Hưng Yên năm 2009 (từ số 180 - 199)",2009,1,"http://ktdl.soxaydung.hungyen.gov.vn/systems/filesviewdetail/iid/2193/index.aspx?am=0,1,2&rf=639253254897405764","[HS 1] Ký hiệu: H31.05.02.H31.09.2009.338 | Mã HT: H31.09.2009.002193 | Năm: 2009 (THBQ: 1) | Tiêu đề: Tập lưu Thông báo của Sở Xây dựng tỉnh Hưng Yên năm 2009 (từ số 180 - 199) ; [HS 2] Ký hiệu: H31.05.02.H31.09.2009.338 | Mã HT: H31.09.2009.002294 | Năm: 2009 (THBQ: 1) | Tiêu đề: Tập lưu Thông báo của Sở Xây dựng tỉnh Hưng Yên năm 2009 (từ số 180 - 199) ; [HS 3] Ký hiệu: H31.05.02.H31.09.2009.338 | Mã HT: H31.09.2009.002471 | Năm: 2009 (THBQ: 1) | Tiêu đề: Tập lưu Thông báo của Sở Xây dựng tỉnh Hưng Yên năm 2009 (từ số 180 - 199) ; [HS 4] Ký hiệu: H31.05.02.H31.09.2009.338 | Mã HT: H31.09.2009.002648 | Năm: 2009 (THBQ: 1) | Tiêu đề: Tập lưu Thông báo của Sở Xây dựng tỉnh Hưng Yên năm 2009 (từ số 180 - 199) ; [HS 5] Ký hiệu: H31.05.02.H31.09.2009.338 | Mã HT: H31.09.2009.005627 | Năm: 2009 (THBQ: 1) | Tiêu đề: Tập lưu Thông báo của Sở Xây dựng tỉnh Hưng Yên năm 2009 (từ số 180 - 199) ; [HS 6] Ký hiệu: H31.05.02.H31.09.2009.338 | Mã HT: H31.09.2009.008606 | Năm: 2009 (THBQ: 1) | Tiêu đề: Tập lưu Thông báo của Sở Xây dựng tỉnh Hưng Yên năm 2009 (từ số 180 - 199)",""
59,"H31.05.02.H31.09.2009.339",ĐÃ TỒN TẠI (6 HS),6,"CÙNG TIÊU ĐỀ","Có 6 hồ sơ trùng hoàn toàn cả Tên, Ký hiệu và Năm","H31.05.02.H31.09.2009.339","H31.09.2009.002194","Tập lưu Kết quả thẩm định của Sở Xây dựng tỉnh Hưng Yên năm 2009 (từ số 01-41)",2009,1,"http://ktdl.soxaydung.hungyen.gov.vn/systems/filesviewdetail/iid/2194/index.aspx?am=0,1,2&rf=639253254904906422","[HS 1] Ký hiệu: H31.05.02.H31.09.2009.339 | Mã HT: H31.09.2009.002194 | Năm: 2009 (THBQ: 1) | Tiêu đề: Tập lưu Kết quả thẩm định của Sở Xây dựng tỉnh Hưng Yên năm 2009 (từ số 01-41) ; [HS 2] Ký hiệu: H31.05.02.H31.09.2009.339 | Mã HT: H31.09.2009.002295 | Năm: 2009 (THBQ: 1) | Tiêu đề: Tập lưu Kết quả thẩm định của Sở Xây dựng tỉnh Hưng Yên năm 2009 (từ số 01-41) ; [HS 3] Ký hiệu: H31.05.02.H31.09.2009.339 | Mã HT: H31.09.2009.002472 | Năm: 2009 (THBQ: 1) | Tiêu đề: Tập lưu Kết quả thẩm định của Sở Xây dựng tỉnh Hưng Yên năm 2009 (từ số 01-41) ; [HS 4] Ký hiệu: H31.05.02.H31.09.2009.339 | Mã HT: H31.09.2009.002649 | Năm: 2009 (THBQ: 1) | Tiêu đề: Tập lưu Kết quả thẩm định của Sở Xây dựng tỉnh Hưng Yên năm 2009 (từ số 01-41) ; [HS 5] Ký hiệu: H31.05.02.H31.09.2009.339 | Mã HT: H31.09.2009.005628 | Năm: 2009 (THBQ: 1) | Tiêu đề: Tập lưu Kết quả thẩm định của Sở Xây dựng tỉnh Hưng Yên năm 2009 (từ số 01-41) ; [HS 6] Ký hiệu: H31.05.02.H31.09.2009.339 | Mã HT: H31.09.2009.008607 | Năm: 2009 (THBQ: 1) | Tiêu đề: Tập lưu Kết quả thẩm định của Sở Xây dựng tỉnh Hưng Yên năm 2009 (từ số 01-41)",""
60,"H31.05.02.H31.09.2009.340",ĐÃ TỒN TẠI (6 HS),6,"CÙNG TIÊU ĐỀ","Có 6 hồ sơ trùng hoàn toàn cả Tên, Ký hiệu và Năm","H31.05.02.H31.09.2009.340","H31.09.2009.002195","Tập lưu Giấy phép xây dựng của Sở Xây dựng tỉnh Hưng Yên năm 2009 (từ số 01 -75)",2009,1,"http://ktdl.soxaydung.hungyen.gov.vn/systems/filesviewdetail/iid/2195/index.aspx?am=0,1,2&rf=639253254912250286","[HS 1] Ký hiệu: H31.05.02.H31.09.2009.340 | Mã HT: H31.09.2009.002195 | Năm: 2009 (THBQ: 1) | Tiêu đề: Tập lưu Giấy phép xây dựng của Sở Xây dựng tỉnh Hưng Yên năm 2009 (từ số 01 -75) ; [HS 2] Ký hiệu: H31.05.02.H31.09.2009.340 | Mã HT: H31.09.2009.002296 | Năm: 2009 (THBQ: 1) | Tiêu đề: Tập lưu Giấy phép xây dựng của Sở Xây dựng tỉnh Hưng Yên năm 2009 (từ số 01 -75) ; [HS 3] Ký hiệu: H31.05.02.H31.09.2009.340 | Mã HT: H31.09.2009.002473 | Năm: 2009 (THBQ: 1) | Tiêu đề: Tập lưu Giấy phép xây dựng của Sở Xây dựng tỉnh Hưng Yên năm 2009 (từ số 01 -75) ; [HS 4] Ký hiệu: H31.05.02.H31.09.2009.340 | Mã HT: H31.09.2009.002650 | Năm: 2009 (THBQ: 1) | Tiêu đề: Tập lưu Giấy phép xây dựng của Sở Xây dựng tỉnh Hưng Yên năm 2009 (từ số 01 -75) ; [HS 5] Ký hiệu: H31.05.02.H31.09.2009.340 | Mã HT: H31.09.2009.005629 | Năm: 2009 (THBQ: 1) | Tiêu đề: Tập lưu Giấy phép xây dựng của Sở Xây dựng tỉnh Hưng Yên năm 2009 (từ số 01 -75) ; [HS 6] Ký hiệu: H31.05.02.H31.09.2009.340 | Mã HT: H31.09.2009.008608 | Năm: 2009 (THBQ: 1) | Tiêu đề: Tập lưu Giấy phép xây dựng của Sở Xây dựng tỉnh Hưng Yên năm 2009 (từ số 01 -75)",""
61,"H31.05.02.H31.09.2010.341",ĐÃ TỒN TẠI (6 HS),6,"CÙNG TIÊU ĐỀ","Có 6 hồ sơ trùng hoàn toàn cả Tên, Ký hiệu và Năm","H31.05.02.H31.09.2010.341","H31.09.2010.002196","Tập lưu Quyết định của Sở Xây dựng tỉnh Hưng Yên năm 2010 (từ số 01 - 68)",2010,1,"http://ktdl.soxaydung.hungyen.gov.vn/systems/filesviewdetail/iid/2196/index.aspx?am=0,1,2&rf=639253254919906678","[HS 1] Ký hiệu: H31.05.02.H31.09.2010.341 | Mã HT: H31.09.2010.002196 | Năm: 2010 (THBQ: 1) | Tiêu đề: Tập lưu Quyết định của Sở Xây dựng tỉnh Hưng Yên năm 2010 (từ số 01 - 68) ; [HS 2] Ký hiệu: H31.05.02.H31.09.2010.341 | Mã HT: H31.09.2010.002297 | Năm: 2010 (THBQ: 1) | Tiêu đề: Tập lưu Quyết định của Sở Xây dựng tỉnh Hưng Yên năm 2010 (từ số 01 - 68) ; [HS 3] Ký hiệu: H31.05.02.H31.09.2010.341 | Mã HT: H31.09.2010.002474 | Năm: 2010 (THBQ: 1) | Tiêu đề: Tập lưu Quyết định của Sở Xây dựng tỉnh Hưng Yên năm 2010 (từ số 01 - 68) ; [HS 4] Ký hiệu: H31.05.02.H31.09.2010.341 | Mã HT: H31.09.2010.002651 | Năm: 2010 (THBQ: 1) | Tiêu đề: Tập lưu Quyết định của Sở Xây dựng tỉnh Hưng Yên năm 2010 (từ số 01 - 68) ; [HS 5] Ký hiệu: H31.05.02.H31.09.2010.341 | Mã HT: H31.09.2010.005630 | Năm: 2010 (THBQ: 1) | Tiêu đề: Tập lưu Quyết định của Sở Xây dựng tỉnh Hưng Yên năm 2010 (từ số 01 - 68) ; [HS 6] Ký hiệu: H31.05.02.H31.09.2010.341 | Mã HT: H31.09.2010.008609 | Năm: 2010 (THBQ: 1) | Tiêu đề: Tập lưu Quyết định của Sở Xây dựng tỉnh Hưng Yên năm 2010 (từ số 01 - 68)",""
62,"H31.05.02.H31.09.2010.342",ĐÃ TỒN TẠI (6 HS),6,"CÙNG TIÊU ĐỀ","Có 6 hồ sơ trùng hoàn toàn cả Tên, Ký hiệu và Năm","H31.05.02.H31.09.2010.342","H31.09.2010.002197","Tập lưu Quyết định của Sở Xây dựng tỉnh Hưng Yên năm 2010 (từ số 69 - 141)",2010,1,"http://ktdl.soxaydung.hungyen.gov.vn/systems/filesviewdetail/iid/2197/index.aspx?am=0,1,2&rf=639253254927406510","[HS 1] Ký hiệu: H31.05.02.H31.09.2010.342 | Mã HT: H31.09.2010.002197 | Năm: 2010 (THBQ: 1) | Tiêu đề: Tập lưu Quyết định của Sở Xây dựng tỉnh Hưng Yên năm 2010 (từ số 69 - 141) ; [HS 2] Ký hiệu: H31.05.02.H31.09.2010.342 | Mã HT: H31.09.2010.002298 | Năm: 2010 (THBQ: 1) | Tiêu đề: Tập lưu Quyết định của Sở Xây dựng tỉnh Hưng Yên năm 2010 (từ số 69 - 141) ; [HS 3] Ký hiệu: H31.05.02.H31.09.2010.342 | Mã HT: H31.09.2010.002475 | Năm: 2010 (THBQ: 1) | Tiêu đề: Tập lưu Quyết định của Sở Xây dựng tỉnh Hưng Yên năm 2010 (từ số 69 - 141) ; [HS 4] Ký hiệu: H31.05.02.H31.09.2010.342 | Mã HT: H31.09.2010.002652 | Năm: 2010 (THBQ: 1) | Tiêu đề: Tập lưu Quyết định của Sở Xây dựng tỉnh Hưng Yên năm 2010 (từ số 69 - 141) ; [HS 5] Ký hiệu: H31.05.02.H31.09.2010.342 | Mã HT: H31.09.2010.005631 | Năm: 2010 (THBQ: 1) | Tiêu đề: Tập lưu Quyết định của Sở Xây dựng tỉnh Hưng Yên năm 2010 (từ số 69 - 141) ; [HS 6] Ký hiệu: H31.05.02.H31.09.2010.342 | Mã HT: H31.09.2010.008610 | Năm: 2010 (THBQ: 1) | Tiêu đề: Tập lưu Quyết định của Sở Xây dựng tỉnh Hưng Yên năm 2010 (từ số 69 - 141)",""
63,"H31.05.02.H31.09.2010.343",ĐÃ TỒN TẠI (6 HS),6,"CÙNG TIÊU ĐỀ","Có 6 hồ sơ trùng hoàn toàn cả Tên, Ký hiệu và Năm","H31.05.02.H31.09.2010.343","H31.09.2010.002198","Hồ sơ Tập lưu Báo cáo của Sở Xây dựng tỉnh Hưng Yên năm 2010 (từ số 01-67)",2010,1,"http://ktdl.soxaydung.hungyen.gov.vn/systems/filesviewdetail/iid/2198/index.aspx?am=0,1,2&rf=639253254934750270","[HS 1] Ký hiệu: H31.05.02.H31.09.2010.343 | Mã HT: H31.09.2010.002198 | Năm: 2010 (THBQ: 1) | Tiêu đề: Hồ sơ Tập lưu Báo cáo của Sở Xây dựng tỉnh Hưng Yên năm 2010 (từ số 01-67) ; [HS 2] Ký hiệu: H31.05.02.H31.09.2010.343 | Mã HT: H31.09.2010.002299 | Năm: 2010 (THBQ: 1) | Tiêu đề: Hồ sơ Tập lưu Báo cáo của Sở Xây dựng tỉnh Hưng Yên năm 2010 (từ số 01-67) ; [HS 3] Ký hiệu: H31.05.02.H31.09.2010.343 | Mã HT: H31.09.2010.002476 | Năm: 2010 (THBQ: 1) | Tiêu đề: Hồ sơ Tập lưu Báo cáo của Sở Xây dựng tỉnh Hưng Yên năm 2010 (từ số 01-67) ; [HS 4] Ký hiệu: H31.05.02.H31.09.2010.343 | Mã HT: H31.09.2010.002653 | Năm: 2010 (THBQ: 1) | Tiêu đề: Hồ sơ Tập lưu Báo cáo của Sở Xây dựng tỉnh Hưng Yên năm 2010 (từ số 01-67) ; [HS 5] Ký hiệu: H31.05.02.H31.09.2010.343 | Mã HT: H31.09.2010.005632 | Năm: 2010 (THBQ: 1) | Tiêu đề: Hồ sơ Tập lưu Báo cáo của Sở Xây dựng tỉnh Hưng Yên năm 2010 (từ số 01-67) ; [HS 6] Ký hiệu: H31.05.02.H31.09.2010.343 | Mã HT: H31.09.2010.008611 | Năm: 2010 (THBQ: 1) | Tiêu đề: Hồ sơ Tập lưu Báo cáo của Sở Xây dựng tỉnh Hưng Yên năm 2010 (từ số 01-67)",""
64,"H31.05.02.H31.09.2010.344",ĐÃ TỒN TẠI (6 HS),6,"CÙNG TIÊU ĐỀ","Có 6 hồ sơ trùng hoàn toàn cả Tên, Ký hiệu và Năm","H31.05.02.H31.09.2010.344","H31.09.2010.002199","Tập lưu Tờ trình của Sở Xây dựng tỉnh Hưng Yên năm 2010 (từ số 01 - 60)",2010,1,"http://ktdl.soxaydung.hungyen.gov.vn/systems/filesviewdetail/iid/2199/index.aspx?am=0,1,2&rf=639253254942719685","[HS 1] Ký hiệu: H31.05.02.H31.09.2010.344 | Mã HT: H31.09.2010.002199 | Năm: 2010 (THBQ: 1) | Tiêu đề: Tập lưu Tờ trình của Sở Xây dựng tỉnh Hưng Yên năm 2010 (từ số 01 - 60) ; [HS 2] Ký hiệu: H31.05.02.H31.09.2010.344 | Mã HT: H31.09.2010.002300 | Năm: 2010 (THBQ: 1) | Tiêu đề: Tập lưu Tờ trình của Sở Xây dựng tỉnh Hưng Yên năm 2010 (từ số 01 - 60) ; [HS 3] Ký hiệu: H31.05.02.H31.09.2010.344 | Mã HT: H31.09.2010.002477 | Năm: 2010 (THBQ: 1) | Tiêu đề: Tập lưu Tờ trình của Sở Xây dựng tỉnh Hưng Yên năm 2010 (từ số 01 - 60) ; [HS 4] Ký hiệu: H31.05.02.H31.09.2010.344 | Mã HT: H31.09.2010.002654 | Năm: 2010 (THBQ: 1) | Tiêu đề: Tập lưu Tờ trình của Sở Xây dựng tỉnh Hưng Yên năm 2010 (từ số 01 - 60) ; [HS 5] Ký hiệu: H31.05.02.H31.09.2010.344 | Mã HT: H31.09.2010.005633 | Năm: 2010 (THBQ: 1) | Tiêu đề: Tập lưu Tờ trình của Sở Xây dựng tỉnh Hưng Yên năm 2010 (từ số 01 - 60) ; [HS 6] Ký hiệu: H31.05.02.H31.09.2010.344 | Mã HT: H31.09.2010.008612 | Năm: 2010 (THBQ: 1) | Tiêu đề: Tập lưu Tờ trình của Sở Xây dựng tỉnh Hưng Yên năm 2010 (từ số 01 - 60)",""
65,"H31.05.02.H31.09.2010.345",ĐÃ TỒN TẠI (6 HS),6,"CÙNG TIÊU ĐỀ","Có 6 hồ sơ trùng hoàn toàn cả Tên, Ký hiệu và Năm","H31.05.02.H31.09.2010.345","H31.09.2010.002200","Tập lưu Tờ trình của Sở Xây dựng tỉnh Hưng Yên năm 2010 
(từ số 61 - 109)",2010,1,"http://ktdl.soxaydung.hungyen.gov.vn/systems/filesviewdetail/iid/2200/index.aspx?am=0,1,2&rf=639253254950219335","[HS 1] Ký hiệu: H31.05.02.H31.09.2010.345 | Mã HT: H31.09.2010.002200 | Năm: 2010 (THBQ: 1) | Tiêu đề: Tập lưu Tờ trình của Sở Xây dựng tỉnh Hưng Yên năm 2010 
(từ số 61 - 109) ; [HS 2] Ký hiệu: H31.05.02.H31.09.2010.345 | Mã HT: H31.09.2010.002301 | Năm: 2010 (THBQ: 1) | Tiêu đề: Tập lưu Tờ trình của Sở Xây dựng tỉnh Hưng Yên năm 2010 
(từ số 61 - 109) ; [HS 3] Ký hiệu: H31.05.02.H31.09.2010.345 | Mã HT: H31.09.2010.002478 | Năm: 2010 (THBQ: 1) | Tiêu đề: Tập lưu Tờ trình của Sở Xây dựng tỉnh Hưng Yên năm 2010 
(từ số 61 - 109) ; [HS 4] Ký hiệu: H31.05.02.H31.09.2010.345 | Mã HT: H31.09.2010.002655 | Năm: 2010 (THBQ: 1) | Tiêu đề: Tập lưu Tờ trình của Sở Xây dựng tỉnh Hưng Yên năm 2010 
(từ số 61 - 109) ; [HS 5] Ký hiệu: H31.05.02.H31.09.2010.345 | Mã HT: H31.09.2010.005634 | Năm: 2010 (THBQ: 1) | Tiêu đề: Tập lưu Tờ trình của Sở Xây dựng tỉnh Hưng Yên năm 2010 
(từ số 61 - 109) ; [HS 6] Ký hiệu: H31.05.02.H31.09.2010.345 | Mã HT: H31.09.2010.008613 | Năm: 2010 (THBQ: 1) | Tiêu đề: Tập lưu Tờ trình của Sở Xây dựng tỉnh Hưng Yên năm 2010 
(từ số 61 - 109)",""
66,"H31.05.02.H31.09.2010.346",ĐÃ TỒN TẠI (6 HS),6,"CÙNG TIÊU ĐỀ","Có 6 hồ sơ trùng hoàn toàn cả Tên, Ký hiệu và Năm","H31.05.02.H31.09.2010.346","H31.09.2010.002201","Tập lưu thông báo của Sở Xây dựng tỉnh Hưng Yên năm 2010 (từ số 01 - 74)",2010,1,"http://ktdl.soxaydung.hungyen.gov.vn/systems/filesviewdetail/iid/2201/index.aspx?am=0,1,2&rf=639253254957876507","[HS 1] Ký hiệu: H31.05.02.H31.09.2010.346 | Mã HT: H31.09.2010.002201 | Năm: 2010 (THBQ: 1) | Tiêu đề: Tập lưu thông báo của Sở Xây dựng tỉnh Hưng Yên năm 2010 (từ số 01 - 74) ; [HS 2] Ký hiệu: H31.05.02.H31.09.2010.346 | Mã HT: H31.09.2010.002302 | Năm: 2010 (THBQ: 1) | Tiêu đề: Tập lưu thông báo của Sở Xây dựng tỉnh Hưng Yên năm 2010 (từ số 01 - 74) ; [HS 3] Ký hiệu: H31.05.02.H31.09.2010.346 | Mã HT: H31.09.2010.002479 | Năm: 2010 (THBQ: 1) | Tiêu đề: Tập lưu thông báo của Sở Xây dựng tỉnh Hưng Yên năm 2010 (từ số 01 - 74) ; [HS 4] Ký hiệu: H31.05.02.H31.09.2010.346 | Mã HT: H31.09.2010.002656 | Năm: 2010 (THBQ: 1) | Tiêu đề: Tập lưu thông báo của Sở Xây dựng tỉnh Hưng Yên năm 2010 (từ số 01 - 74) ; [HS 5] Ký hiệu: H31.05.02.H31.09.2010.346 | Mã HT: H31.09.2010.005635 | Năm: 2010 (THBQ: 1) | Tiêu đề: Tập lưu thông báo của Sở Xây dựng tỉnh Hưng Yên năm 2010 (từ số 01 - 74) ; [HS 6] Ký hiệu: H31.05.02.H31.09.2010.346 | Mã HT: H31.09.2010.008614 | Năm: 2010 (THBQ: 1) | Tiêu đề: Tập lưu thông báo của Sở Xây dựng tỉnh Hưng Yên năm 2010 (từ số 01 - 74)",""
67,"H31.05.02.H31.09.2010.347",ĐÃ TỒN TẠI (6 HS),6,"CÙNG TIÊU ĐỀ","Có 6 hồ sơ trùng hoàn toàn cả Tên, Ký hiệu và Năm","H31.05.02.H31.09.2010.347","H31.09.2010.002202","Tập lưu Thông báo của Sở Xây dựng tỉnh Hưng Yên năm 2010 (từ số 75 - 126)",2010,1,"http://ktdl.soxaydung.hungyen.gov.vn/systems/filesviewdetail/iid/2202/index.aspx?am=0,1,2&rf=639253254965375911","[HS 1] Ký hiệu: H31.05.02.H31.09.2010.347 | Mã HT: H31.09.2010.002202 | Năm: 2010 (THBQ: 1) | Tiêu đề: Tập lưu Thông báo của Sở Xây dựng tỉnh Hưng Yên năm 2010 (từ số 75 - 126) ; [HS 2] Ký hiệu: H31.05.02.H31.09.2010.347 | Mã HT: H31.09.2010.002303 | Năm: 2010 (THBQ: 1) | Tiêu đề: Tập lưu Thông báo của Sở Xây dựng tỉnh Hưng Yên năm 2010 (từ số 75 - 126) ; [HS 3] Ký hiệu: H31.05.02.H31.09.2010.347 | Mã HT: H31.09.2010.002480 | Năm: 2010 (THBQ: 1) | Tiêu đề: Tập lưu Thông báo của Sở Xây dựng tỉnh Hưng Yên năm 2010 (từ số 75 - 126) ; [HS 4] Ký hiệu: H31.05.02.H31.09.2010.347 | Mã HT: H31.09.2010.002657 | Năm: 2010 (THBQ: 1) | Tiêu đề: Tập lưu Thông báo của Sở Xây dựng tỉnh Hưng Yên năm 2010 (từ số 75 - 126) ; [HS 5] Ký hiệu: H31.05.02.H31.09.2010.347 | Mã HT: H31.09.2010.005636 | Năm: 2010 (THBQ: 1) | Tiêu đề: Tập lưu Thông báo của Sở Xây dựng tỉnh Hưng Yên năm 2010 (từ số 75 - 126) ; [HS 6] Ký hiệu: H31.05.02.H31.09.2010.347 | Mã HT: H31.09.2010.008615 | Năm: 2010 (THBQ: 1) | Tiêu đề: Tập lưu Thông báo của Sở Xây dựng tỉnh Hưng Yên năm 2010 (từ số 75 - 126)",""
68,"H31.05.02.H31.09.2010.348",ĐÃ TỒN TẠI (6 HS),6,"CÙNG TIÊU ĐỀ","Có 6 hồ sơ trùng hoàn toàn cả Tên, Ký hiệu và Năm","H31.05.02.H31.09.2010.348","H31.09.2010.002203","Tập lưu Thông báo của Sở Xây dựng tỉnh Hưng Yên năm 2010.",2010,1,"http://ktdl.soxaydung.hungyen.gov.vn/systems/filesviewdetail/iid/2203/index.aspx?am=0,1,2&rf=639253254972876750","[HS 1] Ký hiệu: H31.05.02.H31.09.2010.348 | Mã HT: H31.09.2010.002203 | Năm: 2010 (THBQ: 1) | Tiêu đề: Tập lưu Thông báo của Sở Xây dựng tỉnh Hưng Yên năm 2010. ; [HS 2] Ký hiệu: H31.05.02.H31.09.2010.348 | Mã HT: H31.09.2010.002304 | Năm: 2010 (THBQ: 1) | Tiêu đề: Tập lưu Thông báo của Sở Xây dựng tỉnh Hưng Yên năm 2010. ; [HS 3] Ký hiệu: H31.05.02.H31.09.2010.348 | Mã HT: H31.09.2010.002481 | Năm: 2010 (THBQ: 1) | Tiêu đề: Tập lưu Thông báo của Sở Xây dựng tỉnh Hưng Yên năm 2010. ; [HS 4] Ký hiệu: H31.05.02.H31.09.2010.348 | Mã HT: H31.09.2010.002658 | Năm: 2010 (THBQ: 1) | Tiêu đề: Tập lưu Thông báo của Sở Xây dựng tỉnh Hưng Yên năm 2010. ; [HS 5] Ký hiệu: H31.05.02.H31.09.2010.348 | Mã HT: H31.09.2010.005637 | Năm: 2010 (THBQ: 1) | Tiêu đề: Tập lưu Thông báo của Sở Xây dựng tỉnh Hưng Yên năm 2010. ; [HS 6] Ký hiệu: H31.05.02.H31.09.2010.348 | Mã HT: H31.09.2010.008616 | Năm: 2010 (THBQ: 1) | Tiêu đề: Tập lưu Thông báo của Sở Xây dựng tỉnh Hưng Yên năm 2010.",""
69,"H31.05.02.H31.09.2010.349",ĐÃ TỒN TẠI (6 HS),6,"CÙNG TIÊU ĐỀ","Có 6 hồ sơ trùng hoàn toàn cả Tên, Ký hiệu và Năm","H31.05.02.H31.09.2010.349","H31.09.2010.002204","Tập lưu Thông báo của Sở Xây dựng tỉnh Hưng Yên năm 2010
(từ số 178 - 233)",2010,1,"http://ktdl.soxaydung.hungyen.gov.vn/systems/filesviewdetail/iid/2204/index.aspx?am=0,1,2&rf=639253254980532439","[HS 1] Ký hiệu: H31.05.02.H31.09.2010.349 | Mã HT: H31.09.2010.002204 | Năm: 2010 (THBQ: 1) | Tiêu đề: Tập lưu Thông báo của Sở Xây dựng tỉnh Hưng Yên năm 2010
(từ số 178 - 233) ; [HS 2] Ký hiệu: H31.05.02.H31.09.2010.349 | Mã HT: H31.09.2010.002305 | Năm: 2010 (THBQ: 1) | Tiêu đề: Tập lưu Thông báo của Sở Xây dựng tỉnh Hưng Yên năm 2010
(từ số 178 - 233) ; [HS 3] Ký hiệu: H31.05.02.H31.09.2010.349 | Mã HT: H31.09.2010.002482 | Năm: 2010 (THBQ: 1) | Tiêu đề: Tập lưu Thông báo của Sở Xây dựng tỉnh Hưng Yên năm 2010
(từ số 178 - 233) ; [HS 4] Ký hiệu: H31.05.02.H31.09.2010.349 | Mã HT: H31.09.2010.002659 | Năm: 2010 (THBQ: 1) | Tiêu đề: Tập lưu Thông báo của Sở Xây dựng tỉnh Hưng Yên năm 2010
(từ số 178 - 233) ; [HS 5] Ký hiệu: H31.05.02.H31.09.2010.349 | Mã HT: H31.09.2010.005638 | Năm: 2010 (THBQ: 1) | Tiêu đề: Tập lưu Thông báo của Sở Xây dựng tỉnh Hưng Yên năm 2010
(từ số 178 - 233) ; [HS 6] Ký hiệu: H31.05.02.H31.09.2010.349 | Mã HT: H31.09.2010.008617 | Năm: 2010 (THBQ: 1) | Tiêu đề: Tập lưu Thông báo của Sở Xây dựng tỉnh Hưng Yên năm 2010
(từ số 178 - 233)",""
70,"H31.05.02.H31.09.2010.350",ĐÃ TỒN TẠI (6 HS),6,"CÙNG TIÊU ĐỀ","Có 6 hồ sơ trùng hoàn toàn cả Tên, Ký hiệu và Năm","H31.05.02.H31.09.2010.350","H31.09.2010.002205","Tập lưu Công văn của Sở Xây dựng tỉnh Hưng Yên năm 2010 (từ số 01 - 117)",2010,1,"http://ktdl.soxaydung.hungyen.gov.vn/systems/filesviewdetail/iid/2205/index.aspx?am=0,1,2&rf=639253254988032565","[HS 1] Ký hiệu: H31.05.02.H31.09.2010.350 | Mã HT: H31.09.2010.002205 | Năm: 2010 (THBQ: 1) | Tiêu đề: Tập lưu Công văn của Sở Xây dựng tỉnh Hưng Yên năm 2010 (từ số 01 - 117) ; [HS 2] Ký hiệu: H31.05.02.H31.09.2010.350 | Mã HT: H31.09.2010.002306 | Năm: 2010 (THBQ: 1) | Tiêu đề: Tập lưu Công văn của Sở Xây dựng tỉnh Hưng Yên năm 2010 (từ số 01 - 117) ; [HS 3] Ký hiệu: H31.05.02.H31.09.2010.350 | Mã HT: H31.09.2010.002483 | Năm: 2010 (THBQ: 1) | Tiêu đề: Tập lưu Công văn của Sở Xây dựng tỉnh Hưng Yên năm 2010 (từ số 01 - 117) ; [HS 4] Ký hiệu: H31.05.02.H31.09.2010.350 | Mã HT: H31.09.2010.002660 | Năm: 2010 (THBQ: 1) | Tiêu đề: Tập lưu Công văn của Sở Xây dựng tỉnh Hưng Yên năm 2010 (từ số 01 - 117) ; [HS 5] Ký hiệu: H31.05.02.H31.09.2010.350 | Mã HT: H31.09.2010.005639 | Năm: 2010 (THBQ: 1) | Tiêu đề: Tập lưu Công văn của Sở Xây dựng tỉnh Hưng Yên năm 2010 (từ số 01 - 117) ; [HS 6] Ký hiệu: H31.05.02.H31.09.2010.350 | Mã HT: H31.09.2010.008618 | Năm: 2010 (THBQ: 1) | Tiêu đề: Tập lưu Công văn của Sở Xây dựng tỉnh Hưng Yên năm 2010 (từ số 01 - 117)",""
